"0","-96"
"1","-86"
"2","-93"
"3","-90"
"4","-92"
"5","-92"
"6","-93"
"7","-95"
"8","-93"
"9","-95"
"10","-90"
"11","-86"
"12","-93"
"13","-88"
"14","-92"
"15","-90"
"16","-93"
"17","-91"
"18","-91"
"19","-89"
"20","-88"
"21","-97"
"22","-93"
"23","-90"
"24","-90"
"25","-84"
"26","-95"
"27","-91"
"28","-93"
"29","-90"
"30","-86"
"31","-93"
"32","-84"
"33","-94"
"34","-94"
"35","-94"
"36","-91"
"37","-92"
"38","-94"
"39","-86"
"40","-94"
"41","-95"
"42","-89"
"43","-89"
"44","-90"
"45","-84"
"46","-91"
"47","-85"
"48","-84"
"49","-85"
"50","-93"
"51","-92"
"52","-97"
"53","-92"
"54","-94"
"55","-93"
"56","-91"
"57","-93"
"58","-93"
"59","-92"
"60","-89"
"61","-85"
"62","-91"
"63","-85"
"64","-92"
"65","-84"
"66","-91"
"67","-93"
"68","-91"
"69","-91"
"70","-94"
"71","-84"
"72","-90"
"73","-87"
"74","99"
"75","-86"
"76","-96"
"77","-84"
"78","-91"
"79","-94"
"80","-93"
"81","-94"
"82","-93"
"83","-94"
"84","-86"
"85","-90"
"86","-84"
"87","-91"
"88","-95"
"89","-90"
"90","-90"
"91","-85"
"92","-90"
"93","-93"
"94","-92"
"95","-92"
"96","-84"
"97","-93"
"98","-92"
"99","-86"
"100","-93"
"101","-87"
"102","-91"
"103","-85"
"104","-88"
"105","-94"
"106","-92"
"107","-94"
"108","-92"
"109","-93"
"110","-92"
"111","-89"
"112","-88"
"113","-95"
"114","-93"
"115","-88"
"116","-88"
"117","-88"
"118","-93"
"119","-93"
"120","-94"
"121","-90"
"122","-92"
"123","-84"
"124","-93"
"125","-91"
"126","-84"
"127","-93"
"128","-84"
"129","-92"
"130","-94"
"131","-86"
"132","-89"
"133","-93"
"134","-94"
"135","-92"
"136","-94"
"137","-93"
"138","-96"
"139","-93"
"140","-92"
"141","-93"
"142","-86"
"143","-92"
"144","-90"
"145","-94"
"146","-92"
"147","-88"
"148","-91"
"149","-91"
"150","-88"
"151","-91"
"152","-94"
"153","-86"
"154","-93"
"155","-95"
"156","-91"
"157","-85"
"158","-93"
"159","-90"
"160","-86"
"161","-93"
"162","-93"
"163","-85"
"164","-85"
"165","-93"
"166","-93"
"167","-89"
"168","-90"
"169","-93"
"170","-95"
"171","-92"
"172","-93"
"173","-92"
"174","-90"
"175","-92"
"176","-92"
"177","-88"
"178","-88"
"179","-86"
"180","-94"
"181","-96"
"182","-93"
"183","-84"
"184","-93"
"185","-88"
"186","-93"
"187","-90"
"188","-84"
"189","-89"
"190","-94"
"191","-84"
"192","-94"
"193","-84"
"194","-92"
"195","-87"
"196","-93"
"197","-84"
"198","-95"
"199","-87"
"200","-93"
"201","-87"
"202","-93"
"203","-87"
"204","-94"
"205","-84"
"206","-89"
"207","-83"
"208","-83"
"209","-92"
"210","-89"
"211","-86"
"212","-93"
"213","-83"
"214","-91"
"215","-93"
"216","-92"
"217","-89"
"218","-91"
"219","-96"
"220","-96"
"221","-92"
"222","-91"
"223","-87"
"224","-95"
"225","-92"
"226","-88"
"227","-92"
"228","-84"
"229","-93"
"230","-88"
"231","-90"
"232","-92"
"233","-93"
"234","-85"
"235","-91"
"236","-84"
"237","-91"
"238","-92"
"239","-84"
"240","-92"
"241","-91"
"242","-84"
"243","-86"
"244","-91"
"245","-90"
"246","-94"
"247","-88"
"248","-91"
"249","-93"
