"0","-81"
"1","-80"
"2","-82"
"3","-88"
"4","-79"
"5","-82"
"6","-84"
"7","-81"
"8","-81"
"9","-80"
"10","-81"
"11","-81"
"12","-80"
"13","-79"
"14","-82"
"15","-80"
"16","-82"
"17","-81"
"18","-81"
"19","-83"
"20","-79"
"21","-82"
"22","-82"
"23","-83"
"24","-81"
"25","-80"
"26","-81"
"27","-81"
"28","-81"
"29","-81"
"30","-82"
"31","-80"
"32","-81"
"33","-79"
"34","-81"
"35","-82"
"36","-81"
"37","-81"
"38","-80"
"39","-79"
"40","-81"
"41","-81"
"42","-81"
"43","-80"
"44","-82"
"45","-81"
"46","-82"
"47","-81"
"48","-80"
"49","-81"
"50","-82"
"51","-81"
"52","-82"
"53","-81"
"54","-81"
"55","-80"
"56","-81"
"57","-82"
"58","-81"
"59","-81"
"60","-81"
"61","-81"
"62","-81"
"63","-81"
"64","-81"
"65","-81"
"66","-81"
"67","-80"
"68","-81"
"69","-81"
"70","-79"
"71","-82"
"72","-81"
"73","-79"
"74","-81"
"75","-81"
"76","-82"
"77","-81"
"78","-81"
"79","-82"
"80","-81"
"81","-82"
"82","-82"
"83","-82"
"84","-80"
"85","-81"
"86","-82"
"87","-80"
"88","-81"
"89","-82"
"90","-81"
"91","-81"
"92","-83"
"93","-82"
"94","-82"
"95","-82"
"96","-81"
"97","-80"
"98","-81"
"99","-81"
"100","-79"
"101","-81"
"102","-83"
"103","-81"
"104","-82"
"105","-80"
"106","-80"
"107","-82"
"108","-81"
"109","-81"
"110","-81"
"111","-79"
"112","-82"
"113","-82"
"114","-80"
"115","-81"
"116","-82"
"117","-80"
"118","-81"
"119","-81"
"120","-81"
"121","-81"
"122","-81"
"123","-82"
"124","-81"
"125","-81"
"126","-81"
"127","-81"
"128","-81"
"129","-81"
"130","-82"
"131","-80"
"132","-80"
"133","-81"
"134","-81"
"135","-82"
"136","-80"
"137","-81"
"138","-81"
"139","-81"
"140","-80"
"141","-81"
"142","-81"
"143","-82"
"144","-81"
"145","-82"
"146","-81"
"147","-82"
"148","-79"
"149","-80"
"150","-79"
"151","-83"
"152","-81"
"153","-80"
"154","-81"
"155","-81"
"156","-80"
"157","-81"
"158","-81"
"159","-81"
"160","-82"
"161","-80"
"162","-81"
"163","-80"
"164","-79"
"165","-81"
"166","-82"
"167","-82"
"168","-81"
"169","-81"
"170","-79"
"171","-80"
"172","-80"
"173","-81"
"174","-82"
"175","-81"
"176","-82"
"177","-81"
"178","-81"
"179","-82"
"180","-79"
"181","-81"
"182","-82"
"183","-80"
"184","-80"
"185","-79"
"186","-80"
"187","-81"
"188","-81"
"189","-82"
"190","-82"
"191","-81"
"192","-80"
"193","-81"
"194","-79"
"195","-80"
"196","-82"
"197","-82"
"198","-82"
"199","-82"
"200","-81"
"201","-82"
"202","-81"
"203","-82"
"204","-81"
"205","-81"
"206","-82"
"207","-80"
"208","-80"
"209","-81"
"210","-82"
"211","-79"
"212","-82"
"213","-80"
"214","-82"
"215","-81"
"216","-82"
"217","-80"
"218","-81"
"219","99"
"220","-81"
"221","-79"
"222","-81"
"223","-82"
"224","-81"
"225","-79"
"226","-80"
"227","-83"
"228","-82"
"229","-81"
"230","-81"
"231","-80"
"232","-81"
"233","-81"
"234","-81"
"235","-80"
"236","-83"
"237","-83"
"238","-82"
"239","-84"
"240","-91"
"241","-82"
"242","-80"
"243","-82"
"244","-83"
"245","-81"
"246","-82"
"247","-79"
"248","-82"
"249","-81"
